,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
514,House 43066091,Original Pics Attached 10 Marla 4 Beds Modern House Available For Rent In Hot Location Of Dha Phase 3,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,26/12/2022
515,House 43066780,Original Pics Attached 10 Marla 3 Beds House Available For Rent In Hot Location Of Dha Phase 8,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,26/12/2022
516,House 42733550,10 Marla House Avaible for Rent in DHA Phase 6,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,26/12/2022
517,House 43135325,2 Kanal House With Basement For Rent In Dha Phase 1 N -block Lahore,House,For Rent,6,6,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,400000,26/12/2022
518,House 43135498,Kanal House Near Commercial Market & Park For Rent In Phase 2 -t-block Lahore,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,26/12/2022
519,House 43135532,Near Park Kanal Bungalow For Rent In DHA Phase 3,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,26/12/2022
520,House 43135589,Out Class Location Bungalow In DHA Phase 4 DD,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,26/12/2022
521,House 43136063,Ideal Location Bungalow In DHA Phase 5-B-Block Lahore,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,26/12/2022
522,House 42979615,10 Marla Single Story House For Rent,House,For Rent,2,2,Lahore,"Allama Iqbal Town, Lahore, Punjab",10 ,Allama Iqbal Town,60000,26/12/2022
523,House 43110954,Beautiful House Available For Rent,House,For Rent,3,3,Lahore,"New Lahore City, Lahore, Punjab",5 ,New Lahore City,45000,26/12/2022
524,House 42841450,Prime Location 5 Marla House Available For Rent In State Life,House,For Rent,3,3,Lahore,"State Life Housing Society, Lahore, Punjab",5 ,State Life Housing Society,65000,26/12/2022
525,House 43019472,5 Marla Like Beautiful House Available For Rent In DHA Phase 5,House,For Rent,3,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,78000,26/12/2022
526,House 43146685,5 Marla Slightly Used House Available For Rent In Punjab Society,House,For Rent,3,3,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",5 ,Punjab Coop Housing Society,50000,26/12/2022
527,House 42992625,5 Marla Full House Available For Rent In Valencia Town,House,For Rent,2,3,Lahore,"Valencia Housing Society, Lahore, Punjab",5 ,Valencia Housing Society,55000,28/12/2022
528,House 42992604,Prime Location 7 Marl Full House Available For Rent In Valencia Housing Society,House,For Rent,4,4,Lahore,"Valencia Housing Society, Lahore, Punjab",7 ,Valencia Housing Society,80000,28/12/2022
529,House 42992610,10 Marla Full House Available For Rent In Valencia Town,House,For Rent,5,5,Lahore,"Valencia Housing Society, Lahore, Punjab",10 ,Valencia Housing Society,95000,28/12/2022
530,House 43187518,5 Marla plot for sale in C block bahria orchard Lahore phase 2,House,For Rent,5,3,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,50000,28/12/2022
531,House 43187455,1 Kanal Single Storey House Available For Rent In Gulberg,House,For Rent,5,4,Lahore,"Gulberg, Lahore, Punjab",20.0,Gulberg,200000,28/12/2022
532,House 43046203,10 Marla 3 Bed House For Rent,House,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,28/12/2022
533,House 41082851,Brand New 5 Marla Full House For Rent,House,For Rent,3,3,Lahore,"State Life Housing Society, Lahore, Punjab",5 ,State Life Housing Society,60000,28/12/2022
534,House 42149840,Brand New 5 Marla Full House For Rent In Available And Gas And Electricity,House,For Rent,3,3,Lahore,"Formanites Housing Scheme, Lahore, Punjab",5 ,Formanites Housing Scheme,60000,28/12/2022
535,Flat 42669113,550 Square Feet Apartment For Rent In Sector D Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,45000,30/11/2022
536,Flat 19869917,1 Bed Luxury Apartment Available For Rent In Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,45000,30/11/2022
537,Flat 18385787,Single Bed Flat Available For Rent In Sector C,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,27000,30/11/2022
538,Flat 42363534,1 Bhk Flat Available For Rent,Flat,For Rent,1,-,Lahore,"Nawab Town, Lahore, Punjab",3 ,Nawab Town,24000,30/11/2022
539,Flat 42567002,"Flat Of 12 Marla 4 bedrooms Available For rent In Askari 11 - Sector B, Lahore",Flat,For Rent,4,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,80000,30/11/2022
540,Flat 42605388,Non Furnished Apartment For Rent Ground,Flat,For Rent,2,2,Lahore,"Shadman, Lahore, Punjab",4 ,Shadman,65000,30/11/2022
541,Flat 41689604,Fair-Priced 10 Marla Flat Available In Askari 11 - Sector B,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,72000,30/11/2022
542,Flat 42567004,"10 Marla 3 Bed Flat For Rent In Askari 11 - Sector B, Lahore",Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,30/11/2022
543,Flat 42548892,5 Marla Flat For Rent,Flat,For Rent,2,2,Lahore,"Paragon City, Lahore, Punjab",5 ,Paragon City,35000,30/11/2022
544,Flat 42606720,Luxury Furnished Apartment,Flat,For Rent,2,2,Lahore,"Shadman, Lahore, Punjab",3.6 ,Shadman,100000,30/11/2022
545,Flat 42439675,Ideal Flat For rent In Askari 11 - Sector B Apartments,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,30/11/2022
546,Flat 42440423,Flat Of 12 Marla Available In Askari 11 - Sector B Apartments,Flat,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,80000,30/11/2022
547,Flat 42557074,10 Marla 3 Bedrooms Flat Available For Rent In Askari 11- Sector B Lahore,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,30/11/2022
548,Flat 41097837,Centrally Located Flat In Askari 10 Is Available For rent,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,90000,1 month
549,Flat 41560244,Brand New Luxury Flat For Rent In The Spring Apartments Canal Road Lahore,Flat,For Rent,1,1,Lahore,"Main Canal Bank Road, Lahore, Punjab",3.6 ,Main Canal Bank Road,40000,27/12/2022
550,Flat 43044061,5 Marla Luxury Apartment Ground Floor For Rent,Flat,For Rent,3,2,Lahore,"Garden Town, Lahore, Punjab",5 ,Garden Town,90000,26/12/2022
551,Flat 42928997,5 Marla 2 Bedrooms Apartment For Rent on 2nd Floor in Bahria Orchard Lahore,Flat,For Rent,1,2,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,18000,25/12/2022
552,Flat 43168092,Flat Of 10 Marla In Askari 11 For rent,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,1 day
553,Flat 43168095,A Well Designed Flat Is Up For rent In An Ideal Location In Lahore,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,1 day
554,Flat 43168096,Flat Of 10 Marla In Askari 11 For rent,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,66000,1 day
555,Flat 43168099,10 Marla Flat Is Available For rent,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,1 day
556,Flat 43168100,Flat Of 10 Marla Available For rent In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,66000,1 day
557,Flat 43168102,Flat Sized 10 Marla Is Available For rent In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,1 day
558,Flat 43168103,Spacious Flat Is Available In Askari 11 For rent,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,1 day
559,Flat 43168107,Flat Of 10 Marla In Askari 11 Is Available,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,1 day
560,Flat 42997103,1 Bed Brand New Furnished Apartment Is Available For Sale Facing Park,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,6800000,1 week
561,Flat 42577968,Apartment For Sale,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.7 ,Bahria Town,7500000,14/12/2022
562,Flat 42699187,Newly Constructed 3xbed Army Apartments (6th Floor) In Askari 11 Are Available For Sale,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,07/12/2022
563,Flat 43171766,3 Bed Room Apartment On 2 And Half Year Installments Plan Call Now,Flat,For Sale,3,3,Lahore,"Raiwind Road, Lahore, Punjab",5.3 ,Raiwind Road,20000000,27/12/2022
564,Flat 42842256,3 Marla Flat for Sale on Ground Floor Perfect Homes Exclusive Project Near Central Park,Flat,For Sale,3,3,Lahore,"Ferozepur Road, Lahore, Punjab",3 ,Ferozepur Road,5500000,24/12/2022
565,Flat 42498665,2 Bedroom Apartment For Sale In Times Square Mall & Residencia Bahria Orchard Lahore,Flat,For Sale,2,2,Lahore,"Bahria Orchard, Lahore, Punjab",3.9 ,Bahria Orchard,20000000,23/12/2022
566,Flat 42498140,1 Bedroom Apartment For Sale At Affordable Price In Times Square Mall & Residencia Bahria Orchard Lahore,Flat,For Sale,1,1,Lahore,"Bahria Orchard, Lahore, Punjab",1.9 ,Bahria Orchard,6100000,23/12/2022
567,Flat 40615437,1 Bedroom Apartment Luxury & Beautiful On Installment Ideally Located Serene Living In Heart Of City Gulberg Lahore,Flat,For Sale,2,1,Lahore,"College Road, Lahore, Punjab",2.9 ,College Road,20000000,23/12/2022
568,Flat 42998804,5 Marla Independent Flat For Sale G5 Block At Bahria Orchard Lahore,Flat,For Sale,2,2,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,5400000,22/12/2022
569,Flat 42509213,Luxury Apartment For Sale,Flat,For Sale,1,-,Lahore,"Raiwind Road, Lahore, Punjab",1.7 ,Raiwind Road,4400000,14/12/2022
570,Flat 42860749,Residential Possession Flat As Your Budget For Construction Or Investment Call Now,Flat,For Sale,-,-,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,6500000,14/12/2022
571,Flat 42873552,Ready to Move 18 Gulberg 3 Bed Residential Apartment For Sale On Easy Instalments,Flat,For Sale,4,3,Lahore,"Gulberg, Lahore, Punjab",6.9 ,Gulberg,40000000,24/12/2022
572,Flat 41898909,450 Square Feet Flat Ideally Situated In Bahria Town - Nishtar Block,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,6500000,28/12/2022
573,Flat 41898910,Centrally Located Flat In Bahria Town - Sector C Is Available For sale,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,6200000,28/12/2022
574,Flat 43178897,Prime Location 1-Bed Luxury Apartment Available For Sale On 2.5 Years Easy Installment Plan In Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.7 ,Bahria Town,5000000,28/12/2022
575,Flat 43178801,Facing Park 6th Floor Hot Location Brand New Apartment For Sale At Low Price,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,28/12/2022
576,Flat 43178786,Prime Location 1-Bed Luxury Apartment Available For Sale On 2.5 Years Easy Installment Plan In Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.7 ,Bahria Town,5000000,28/12/2022
577,Flat 43178745,3 Beds 10 Marla Very Good Location Apartment For Sale At Reasonable Price,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
578,Flat 43178749,10 Marla Ground Floor Fully Renovated Flat Available For Sale In Askari 11,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
579,Flat 43178553,Prime Location 1-Bed Luxury Apartment Available For Sale On 2.5 Years Easy Installment Plan In Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.7 ,Bahria Town,5000000,28/12/2022
580,House 42698732,Golden Offer In Dha Phase 5 - 10 Marla Luxury House Ready For Sale Peace Full Environment 100 Secure For Best Living Style,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,60000000,1 day
581,House 42800452,Golden Offer In Dha Phase 7 - 20 Marla Luxury House Ready For Sale Peace Full Environment 100 Secure For Best Living Style,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,1 day
582,House 43143528,Modern Eye-catching Newly Build 10 Marla Basement House For Sale In DHA Phase 8 Air Avenue Lahore,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,26/12/2022
583,House 42963508,1 Kanal Brand new Fully Furnished Modern bungalow for sale in phase 6,House,For Sale,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,120000000,26/12/2022
584,House 42768122,10 Marla Specious Corner And Facing Park House With Basement,House,For Sale,6,5,Lahore,"Raiwind Road, Lahore, Punjab",10 ,Raiwind Road,50000000,26/12/2022
585,House 43140155,"1 Kanal, Brand New, Designer House, Furnished.",House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,150000000,26/12/2022
586,House 37120685,Original Add Home Theater Brand New Phenomenal Design Palace,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,26/12/2022
587,House 36948804,Modern Design Brand New Top Class Bungalow,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,40000000,26/12/2022
588,House 42720956,Royal Design Brand New Top Class Bungalow For Sale in DHA Phase 7,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,60000000,26/12/2022
589,House 39854734,Offering 1 Kanal 7 Bedroom Used House On 60 Feet Road.,House,For Sale,8,7,Lahore,"Valencia Housing Society, Lahore, Punjab",20.0,Valencia Housing Society,50000000,25/12/2022
590,House 42943704,Facing Park 1 Kanal Just Like New Modern Bungalow for Sale in DHA Phase 5,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,90000000,28/12/2022
591,House 42601576,low price 5 marla new  house double stroy for sale in bahria orchard Phase 2,House,For Sale,5,3,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,20000000,28/12/2022
592,House 42777752,1 Kanal Slightly Use New Modern Bungalow For Sale In Dha Phase 4 Block CC,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
593,House 42784540,Slightly Used Designer House Owner Build Solid Construction,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,60000000,28/12/2022
594,House 42458735,Modern Style 10 Marla Fully Basement House For sale in Phase 8,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,28/12/2022
595,House 42894847,10 Marla Corner House For Sale At Prime Location Dha Phase 5 K Block With Basement,House,For Sale,5,5,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,28/12/2022
596,House 42906030,House For Sale In Very Prime Location Of Dha Phase 3,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,60000000,28/12/2022
597,House 43128419,8 Marla House Up For sale In Divine Gardens,House,For Sale,4,3,Lahore,"Divine Gardens, Lahore, Punjab",8 ,Divine Gardens,30000000,28/12/2022
598,House 43128424,House Sized 10 Marla Is Available For sale In Divine Gardens,House,For Sale,5,5,Lahore,"Divine Gardens, Lahore, Punjab",10 ,Divine Gardens,40000000,28/12/2022
599,House 43128425,Buy A 10 Marla House For sale In Divine Gardens,House,For Sale,5,5,Lahore,"Divine Gardens, Lahore, Punjab",10 ,Divine Gardens,40000000,28/12/2022
600,House 43128426,10 Marla House In Divine Gardens Is Available,House,For Sale,5,5,Lahore,"Divine Gardens, Lahore, Punjab",10 ,Divine Gardens,40000000,28/12/2022
601,House 43152616,"A House Of 10 Marla In Rs. 27,500,000",House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,30000000,28/12/2022
602,House 43152618,House Of 10 Marla Is Available For sale,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,30000000,28/12/2022
603,House 43152620,Ideal House For sale In Punjab Coop Housing Society,House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,30000000,28/12/2022
604,House 43152621,"10 Marla House For sale In Rs. 29,000,000 Only",House,For Sale,4,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,30000000,28/12/2022
605,House 43136309,"Prime Location Bungalow Near Park In DHA Phase 6- D, Lahore",House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,26/12/2022
606,House 43136522,Luxury Location Bungalow In DHA Phase 7,House,For Rent,6,6,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,26/12/2022
607,House 43136820,Commercial House Rent In Phase 1 D Lahore,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,26/12/2022
608,House 43137301,Low Budget Offer For Decent Client In  Dha Defense Phase 2-s Lahore,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,26/12/2022
609,House 43137439,Heart Location Of Dha Lahore Bungalow For Rent Of Kanal,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,26/12/2022
610,House 43137508,Luxury Location Bungalow Prime Location For REnt In DHA Phase 4 -CC,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,26/12/2022
611,House 43137578,Stunning Location Bungalow For Rent In Dha Phase 5 -k,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,26/12/2022
612,House 43137647,"Hot Location Bungalow In Dha Phase 6 -a, Lahore",House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,26/12/2022
613,House 43137760,"Modern Design Bungalow For Rent In Dha Phase 7-t,lahore",House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,26/12/2022
614,House 42845355,32 Marla House For Rent Near Gulberg Peaceful Location,House,For Rent,4,-,Lahore,"Gulberg, Lahore, Punjab",32.0,Gulberg,400000,26/12/2022
615,House 42604643,1 Kanal House with Basement for Rent in Phase 5 DHA,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,25/12/2022
616,House 42604650,1 Kanal Full House Brand New House with AC Installed For Rent,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,25/12/2022
617,House 43144807,10 Marla Beautiful House Reasonable Price Original Pictures Good Located in Dha Phase 5,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,26/12/2022
618,House 43099567,10 Marla For Rent In Talha Block Bahria Town Lahore,House,For Rent,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,200000,26/12/2022
619,House 42851498,House Sized 5 Marla Available In Divine Gardens,House,For Rent,4,3,Lahore,"Divine Gardens, Lahore, Punjab",5 ,Divine Gardens,65000,26/12/2022
620,House 38007219,2 Kanal Double Unit Bungalow Available For Rent,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,400000,26/12/2022
621,House 39141647,10 Marla Stylish House Available For Rent,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,26/12/2022
622,House 43187288,5 MARLA ULTRA MODERN HOUSE AVAILBLE FOR RENT IN DHA PHASE 9 TOWN,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,65000,28/12/2022
623,House 43187284,5 MARLA FULLY DESIGNER HOUSE AVAILBLE FOR RENT IN DHA PHASE 9,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,57000,28/12/2022
624,House 43187280,5 MARLA ROYAL CLASS MODERN HOUSE AVAILBLE FOR RENT IN DHA PHASE 9,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,75000,28/12/2022
625,House 43187180,ONE KANAL BRAND NEW MODREN HOUSE AVAILABLE FOR RENT IN DHA TOP LOCATION,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
626,House 43187185,Well Maintained Solid Construction House For Rent,House,For Rent,-,-,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,300000,28/12/2022
627,House 43187162,ONE KANAL BRAND NEW MODREN DESIGN HOUSE AVAILABLE FOR RENT IN DHA PHASE 6,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
628,House 43187163,ONE KANAL BRAND NEW MODREN DESIGN HOUSE AVAILABLE FOR RENT IN DHA PHASE 6,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
629,House 43187168,ONE KANAL SLIGHTLY USED MODREN HOUSE AVAILABLE FOR RENT IN DHA TOP LOCATION,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,28/12/2022
630,Flat 42992466,Furnished 5 Marla Basement Apartment For Rent In Aa Block Sector D Bahria Town Lahore,Flat,For Rent,2,1,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,50000,25/12/2022
631,Flat 43116571,"Furnished 1 Bedroom Apartment For Rent in AA Block Sector D, Bahria Town Lahore",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,45000,25/12/2022
632,Flat 43117555,5.5 Marla 2 Bedrooms Apartment On Ground Floor  For Rent In Icon Valley Phase 1,Flat,For Rent,2,2,Lahore,"Raiwind Road, Lahore, Punjab",5.5 ,Raiwind Road,32000,25/12/2022
633,Flat 43116533,"Furnished 1 Bedroom Apartment For Rent In Sector C, Bahria Town Lahore",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.6 ,Bahria Town,35000,24/12/2022
634,Flat 42802560,Single Bed Flat For Rent In Bahria Town Lahore Near Talwar Chowk Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,23000,24/12/2022
635,Flat 42656807,"1 Bed Fully Furnished Apartment For Rent In Sector C, Bahria Town Lahore.",Flat,For Rent,-,1,Lahore,"Bahria Town, Lahore, Punjab",2.8 ,Bahria Town,50000,23/12/2022
636,Flat 43098396,2 Bedroom Fully Furnish Beautiful Flat With Gas  For Rent Near To Market And Facing Park In Bahria Town Lahore,Flat,For Rent,2,2,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,70000,23/12/2022
637,Flat 40717593,Brand New 10 Marla 3 Bed Rooms Flat Top Floor Open View,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,23/12/2022
638,Flat 40544597,10 Marla B. new 3 Bedrooms Excellent Flat 3rd Floor For Rent,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,95000,23/12/2022
639,Flat 42740393,Fully Furnished Flat,Flat,For Rent,1,1,Lahore,"Johar Town, Lahore, Punjab",1.8 ,Johar Town,35000,1 week
640,Flat 43040511,2.5 Marla Furnished Flat In Khyber Block Iqbal Town Lahore,Flat,For Rent,2,2,Lahore,"Allama Iqbal Town, Lahore, Punjab",2.2 ,Allama Iqbal Town,29000,1 week
641,Flat 41984961,"1 Bedroom Furnished Apartment For Rent In Sector C, Bahria Town Lahore",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,46000,14/12/2022
642,Flat 42897590,Flat Available For Rent,Flat,For Rent,1,1,Lahore,"Pak Arab Housing Society, Lahore, Punjab",3 ,Pak Arab Housing Society,16000,14/12/2022
643,Flat 42516140,Non Furnished 1 Bedroom Flat Available For Rent,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,25000,14/12/2022
644,Flat 42699947,2nd Floor 2 Bed Apartment Available For Rent,Flat,For Rent,-,-,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",5 ,Punjab Coop Housing Society,24000,07/12/2022
645,Flat 42778172,7 Marla 2 Beds Furnished Apartments For Rent On Main Abdul Sattar Edhi Road Lahore.,Flat,For Rent,2,2,Lahore,"Abdul Sattar Edhi Road, Lahore, Punjab",7 ,Abdul Sattar Edhi Road,50000,07/12/2022
646,Flat 40211978,New building apartment in Askari 11,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,68000,07/12/2022
647,Flat 43168108,Flat Sized 10 Marla Is Available For rent In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,1 day
648,Flat 43168109,10 Marla Flat Available For rent In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,66000,1 day
649,Flat 43168106,Highly-Desirable 10 Marla Flat Available In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,1 day
650,Flat 43168105,Flat Of 10 Marla Is Available In Contemporary Neighborhood Of Askari,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,66000,1 day
651,Flat 43168104,Fair-Priced 10 Marla Flat Available In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,1 day
652,Flat 43168098,Book A 10 Marla Flat In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,1 day
653,Flat 43168097,Book A 10 Marla Flat In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,70000,1 day
654,Flat 43168094,Book A 10 Marla Flat In Askari 11,Flat,For Rent,2,2,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,1 day
655,Flat 42873391,18 Gulberg 2 Bed Residential Apartment For Sale On Easy Instalments,Flat,For Sale,3,2,Lahore,"Gulberg, Lahore, Punjab",6 ,Gulberg,40000000,24/12/2022
656,Flat 42924606,Flat Available For Sale In Khayaban-e-amin Block E.,Flat,For Sale,1,2,Lahore,"Khayaban-e-Amin, Lahore, Punjab",5 ,Khayaban-e-Amin,6500000,14/12/2022
657,Flat 42840487,Apartment For Sale,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.6 ,Bahria Town,5700000,14/12/2022
658,Flat 42849987,Raiwind Road Arabian Mall Apartment,Flat,For Sale,1,1,Lahore,"Raiwind Road, Lahore, Punjab",2.4 ,Raiwind Road,6100000,14/12/2022
