,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
291,Flat 41161087,"1 Bed Deluxe Ready To Move Apartment Available In Just Rs 49,99000",Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.1 ,Bahria Town,5000000,1 week
292,Flat 42608972,Luxury 1 Bed Apartment Booking Starting From 5 Lac In Sq Mall,Flat,For Sale,1,1,Lahore,"Bahria Orchard, Lahore, Punjab",2.8 ,Bahria Orchard,8200000,14/12/2022
293,Flat 38405653,1 Bed Executive Apartment Available Booking In Rs 899000 And Monthly Installment 39000,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.7 ,Bahria Town,5000000,14/12/2022
294,Flat 42614523,One Bed Apartment For Sale on 2.5 Years Installment in Kings Town Lahore,Flat,For Sale,1,1,Lahore,"Raiwind Road, Lahore, Punjab",2.2 ,Raiwind Road,5400000,14/12/2022
295,Flat 42950252,Brand New 4 Bedroom Apartment Available For Sale In Sector F Askari 10 Lahore Cantt,Flat,For Sale,5,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,50000000,14/12/2022
296,Flat 42896563,Luxury Apartment For Sale In Sq Mall Booking Starting From 5 Lac,Flat,For Sale,1,1,Lahore,"Bahria Orchard, Lahore, Punjab",2.6 ,Bahria Orchard,7700000,28/12/2022
297,Flat 43141706,One Bed Apartment In The Sq Mall Booking Starting From 5 lac Only -,Flat,For Sale,1,1,Lahore,"Bahria Orchard, Lahore, Punjab",2.8 ,Bahria Orchard,8300000,28/12/2022
298,Flat 42998759,2 Bed Apartment For Sale On Easy Installment In Raiwind Road Lahore,Flat,For Sale,2,2,Lahore,"Raiwind Road, Lahore, Punjab",3.4 ,Raiwind Road,9600000,1 day
299,Flat 43084985,10 Marla 3 bed Apartment Open view for Sale,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,1 day
300,Flat 41412306,10 Marla 3 Bed Flat for Sale On 4th Floor in Askari 11 Lahore,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
301,Flat 26232001,10 Marla 3 Bed Brand New Flat For Sale Askari 11 Lahore,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
302,Flat 21393313,3 Bed Flat For Sale Askari 11 Lahore,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
303,Flat 22966368,10 Marla 3 Bed Brand New Flat For Sale In Askari 11 Lahore,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
304,Flat 43190144,Brand New 3 Beds Luxury Apartment for Rent in Sector B Askari 11,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,28/12/2022
305,Flat 43189943,Flat For Rent Askari 11 Sector B Apartments,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
306,Flat 43189881,Flat For Rent Askari 11 Sector B Apartments,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
307,Flat 43189880,Flat For Rent Askari 11 Sector B Apartments,Flat,For Sale,4,4,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,28/12/2022
308,Flat 43021143,Luxury Apartment 514 Sq Ft For Sale Affordable Price With Parking Area In Gulberg 3,Flat,For Sale,1,1,Lahore,"Gulberg, Lahore, Punjab",2.3 ,Gulberg,20000000,28/12/2022
309,House 42525201,Task Estate Offer 1 Kanal Most Beautiful Design Bungalow For Sale At Prime Location In Dha Ph 7,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,60000000,28/12/2022
310,House 42510690,Kanal Corner Brand New Modern Style Design House For Sale State Life Housing Society Lahore,House,For Sale,6,5,Lahore,"State Life Housing Society, Lahore, Punjab",20.0,State Life Housing Society,70000000,28/12/2022
311,House 36801733,With Lift Home Theater And Full Basement - 2 Kanal Modern Design Luxury Bungalow For Sale On Top Location Of Dha Phase 4 Lahore,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,150000000,28/12/2022
312,House 43186078,10 MARLA MOST DELIGHTFUL BRAND NEW HOUSE FOR SALE IN STATELIFE HOUSING SOCIETY,House,For Sale,5,4,Lahore,"State Life Housing Society, Lahore, Punjab",10 ,State Life Housing Society,50000000,28/12/2022
313,House 43091435,Near Macdonald Modern Design Brand New Royal Palace,House,For Sale,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
314,House 41043545,1 Kanal Brick Designed Mazher Munir Designed Villa For Sale in Phase 6,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
315,House 42006134,5 Marla Brand New House For Sale Near Canal Road Johar Town Lahore,House,For Sale,6,5,Lahore,"Johar Town, Lahore, Punjab",5 ,Johar Town,30000000,28/12/2022
316,House 42601924,10 Marla Most Beautiful Design Bungalow For Sale At Prime Location Of Dha,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,28/12/2022
317,House 43184541,Most Beautiful Brand New 10 Marla Bungalow 7 Bedrooms 3 Kitchens Available For Sale,House,For Sale,6,7,Lahore,"Johar Town, Lahore, Punjab",10 ,Johar Town,50000000,28/12/2022
318,House 43094161,Prime Location House Of 3 Marla Is Available For sale In Al Rehman Garden Phase 2,House,For Sale,3,3,Lahore,"Al Rehman Garden, Lahore, Punjab",3 ,Al Rehman Garden,8700000,28/12/2022
319,House 41674230,2 Kanal Designer Bungalow With Pool Theater Lift Roof Top Lawn For Sale Dha Phase 6 Lahore,House,For Sale,7,6,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,330000000,28/12/2022
320,House 43189166,5 Marla Lavish CORNER House For Sale On Top Location of DHA Phase 3 Block Z Lahore,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,30000000,28/12/2022
321,House 43030600,Modern Elevation Straight Line Designed 1 Kanal House For Sale In Phase 7,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
322,House 42500341,Modern Edge 1 Kanal House for Sale in DHA Phase 7 near Park,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
323,House 41128402,100 Percent Original Add Most Beautiful Modern Design Kanal Brand New Palace,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
324,House 42416800,10 Marla Solid Owner Build Home For Sale,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,28/12/2022
325,House 41517387,16.5 Marla Corner House Full Basement Sui gas Phase 1,House,For Sale,6,5,Lahore,"Sui Gas Housing Society, Lahore, Punjab",16.5 ,Sui Gas Housing Society,50000000,28/12/2022
326,House 41425871,10 Marla House For Sale,House,For Sale,6,4,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",10 ,Punjab Coop Housing Society,40000000,21 minutes
327,House 35073844,Brand New 5 Marla Double Storey Personal Construction House Vip Luxury Available For Sale In Johar Town Lahore By Fast Property Services Near Emporium Mall Genuine Pics,House,For Sale,6,6,Lahore,"Johar Town, Lahore, Punjab",5 ,Johar Town,30000000,22 minutes
328,House 43192976,Ultra Luxury 5 Marla Brand New House For Sale in DHA,House,For Sale,5,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,22 minutes
329,House 43192992,5 Marla Super Luxurious House For Sale in DHA Phase 9,House,For Sale,5,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,22 minutes
330,House 43192993,Brand New OutClass Luxurious Bungalow For Sale in DHA,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,22 minutes
331,House 43192995,5 Marla Brand New House For Sale in DHA,House,For Sale,5,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,22 minutes
332,House 42979484,"5 Marla House For sale In Rs. 17,700,000 Only",House,For Sale,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,20000000,24 minutes
333,House 42979489,Ready To Buy A House In Punjab University Society Phase 2 Lahore,House,For Sale,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,20000000,24 minutes
334,House 42552940,10 Marla Beautiful House For Rent In Overseas- B Block Bahria Town Lahore,House,For Rent,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,100000,1 week
335,House 41618728,10 Marla new Residneirtal House With Gas for Rent In Sector C Bahira town Lahore,House,For Rent,7,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,95000,14/12/2022
336,House 42891791,"1 Kanal Brand New Full House With Full Basement , Double Unit , Excellent Front Elevation , Available For Rent In DHA Phase 6 Most Posh Area Of DHA Lahore",House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,14/12/2022
337,House 40345594,1 Kanal House For Rent In Gulberg,House,For Rent,6,5,Lahore,"Gulberg, Lahore, Punjab",20.0,Gulberg,400000,14/12/2022
338,House 42929994,5 Marla Brand New House For Rent In Sector E Jinnah Block Bahria Town Lahore,House,For Rent,4,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,65000,14/12/2022
339,House 42446773,Near To Park And Market 1 Kanal House Available In Sector C Bahria Town Lahore,House,For Rent,6,5,Lahore,"Bahria Town, Lahore, Punjab",20.0,Bahria Town,200000,24/12/2022
340,House 41366602,Ideal House In Lahore Available For Rs. 275000,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,24/12/2022
341,House 41142038,Original Pictures One Click Deal 1 Kanal Luxury House,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,23/12/2022
342,House 42946953,DHA Phase 6 10 Marla Brand New House For Rent.,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",7 ,DHA Defence,200000,23/12/2022
343,House 42359622,One Kanal House Available For Rent In Dha Lahore,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,23/12/2022
344,House 43048864,BEAUTIFULL FULL HOUSE AVAILABLE FOR RENT IN DHA LAHORE,House,For Rent,3,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,65000,28/12/2022
345,House 42544454,6 Marla House For Rent,House,For Rent,4,3,Lahore,"Paragon City, Lahore, Punjab",5 ,Paragon City,60000,28/12/2022
346,House 42924682,9 Town 5 Marla Beautiful House Available For Rent,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,75000,28/12/2022
347,House 42429237,Prime Location A Centrally Located House Is Available For Rent In Lahore,House,For Rent,3,3,Lahore,"Al Rehman Garden, Lahore, Punjab",5 ,Al Rehman Garden,33000,28/12/2022
348,House 43067654,1 Kanal Royal Class Modern Design Bungalow For Rent At Hot Location,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
349,House 43069326,10 Marla Master Peace Of Beauty Bungalow For Rent In DHA,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,28/12/2022
350,House 43066398,1 Kanal Brand New House for Rent in DHA phase7,House,For Rent,5,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
351,House 43191682,Golden Offer In Dha Phase 6 - 20 Marla Luxury House Ready For Rent Peace Full Environment 100 Secure For Best Living Style.,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
352,House 43191679,Golden Offer In Dha Phase 6 - 20 Marla Luxury House Ready For Rent Peace Full Environment 100 Secure For Best Living Style.,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,28/12/2022
353,House 43191656,1 Kanal Luxuary And Fully Furnished House is Avail For Rent In Bahria Town,House,For Rent,5,4,Lahore,"Bahria Town, Lahore, Punjab",20.0,Bahria Town,400000,28/12/2022
354,House 42901899,3.5 Marla Double Storey House For Rent,House,For Rent,3,3,Lahore,"Canal Bank Housing Scheme, Lahore, Punjab",3.5 ,Canal Bank Housing Scheme,40000,28/12/2022
355,House 43191443,5 Marla out class stylish luxury Bungalow for Rent in DHA phase 9 Town,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,52000,28/12/2022
356,House 43153997,18 Marla House In Pak Arab Housing Society Is Available,House,For Rent,6,5,Lahore,"Pak Arab Housing Society, Lahore, Punjab",18 ,Pak Arab Housing Society,200000,28/12/2022
357,House 43191337,8 Marla House For rent In Umar Block Bahria Town Lahore,House,For Rent,6,5,Lahore,"Bahria Town, Lahore, Punjab",8 ,Bahria Town,80000,28/12/2022
358,House 43191239,10 Marla House For Rent In Jasmine Block Bahria Town Lahore,House,For Rent,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,200000,28/12/2022
359,Flat 42876637,Penta Square 2 Bed Semi Furnished Apartment Available For Rent,Flat,For Rent,2,2,Lahore,"DHA Defence, Lahore, Punjab",7.6 ,DHA Defence,200000,14/12/2022
360,Flat 40927461,Brand New 3 Beds Luxury Apartment for Rent in Sector B Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,74000,14/12/2022
361,Flat 42918105,10 Marla 3 bed Apartment is Available for rent in askari 11 Lahore,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,14/12/2022
362,Flat 42836161,1 Bed Flat For Rent At Sj Garden Society Bedian Road Lahore,Flat,For Rent,1,1,Lahore,"Bedian Road, Lahore, Punjab",3 ,Bedian Road,20000,14/12/2022
363,Flat 42861949,Brand New 1 Bed Apartment For Rent Available Iqbal Block Sector E Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.7 ,Bahria Town,28000,14/12/2022
364,Flat 40614678,Brand New Ground Floor Luxury Apartment For Rent In Sector B Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,28/12/2022
365,Flat 42671441,1 Bed Fully Furnished Apartment For Rent In Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.5 ,Bahria Town,45000,1 day
366,Flat 43040350,10 Marla 3 Bedroom New Apartment Available For Rent in Askari 10 Sector F,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,92000,1 day
367,Flat 40440658,Amazing 1400 Sq. Ft Apartment Available For Rent In Gulberg,Flat,For Rent,2,2,Lahore,"Gulberg, Lahore, Punjab",6.2 ,Gulberg,200000,26/12/2022
368,Flat 40441392,Amazing 3 Bed Semi Furnished Apartment,Flat,For Rent,3,3,Lahore,"Gulberg, Lahore, Punjab",8 ,Gulberg,200000,26/12/2022
369,Flat 40670700,Amazing Semi Furnished 2-bedrooms Apartment For Rent In Lahore,Flat,For Rent,3,2,Lahore,"Gulberg, Lahore, Punjab",9 ,Gulberg,200000,26/12/2022
370,Flat 41028677,Luxury & Spacious Fully Furnished Independent 3-bedrooms Apartment For Rent In Gulberg,Flat,For Rent,4,3,Lahore,"Gulberg, Lahore, Punjab",7 ,Gulberg,300000,26/12/2022
371,Flat 42545251,1 Bed Fully Furnished Apartment Available For Rent In Sector C Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.5 ,Bahria Town,38000,1 day
372,Flat 42672282,2 Bed Fully Furnished Appartment Available For Rent In Sector C Bahria Town Lahore,Flat,For Rent,2,2,Lahore,"Bahria Town, Lahore, Punjab",4 ,Bahria Town,70000,1 day
373,Flat 41865287,2 Bed Fully Furnished Apartment Available For Rent In Sector C Bahria Town Lahore,Flat,For Rent,2,2,Lahore,"Bahria Town, Lahore, Punjab",4 ,Bahria Town,70000,1 day
374,Flat 42760091,2 Bed Fully Furnished Apartment Avaliable For Rent In Sector C Bahria Town Lahore,Flat,For Rent,2,2,Lahore,"Bahria Town, Lahore, Punjab",4 ,Bahria Town,75000,1 day
375,Flat 41828423,"2 Bed Apartment For Rent Casa Reina Gulberg Iii, Lahore",Flat,For Rent,3,2,Lahore,"Gulberg, Lahore, Punjab",8.5 ,Gulberg,300000,1 day
376,Flat 43186814,7th Floor Brand New Excellent View Apartment for Rent at Reasonable Price,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,77000,28/12/2022
377,Flat 43186809,Facing Park 3 Beds 10 Marla Open Location Apartment for Rent in Askari 11,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,72000,28/12/2022
378,Flat 43186723,In Askari 11 First Floor Beautiful Luxury Apartment On Excellent Location Available For Rent,Flat,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,28/12/2022
379,Flat 43186664,1 Bed Apartment For Rent Available - Rafi Block Sector E Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.7 ,Bahria Town,28000,28/12/2022
380,Flat 43186554,1 Bed Apartment For Rent Available - Iqbal Block Sector E Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,30000,28/12/2022
381,Flat 43186435,1 Bed Furnished Apartment For Rent Available- Chambelli Block Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.7 ,Bahria Town,55000,28/12/2022
382,Flat 43186321,ONE BED FULLY LUXURY FURNISHED APARTMENT FOR RENT IN BAHRIA TOWN LAHORE,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,40000,28/12/2022
383,Flat 43186328,ONE BED FULLY LUXURY FURNISHED APARTMENT FOR RENT IN BAHRIA TOWN LAHORE,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.4 ,Bahria Town,42000,28/12/2022
384,Flat 42941580,Flat For Sale,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,14/12/2022
385,Flat 42928883,3 Bed Corner Brand New Luxury Apartment For Sale On Installment,Flat,For Sale,2,2,Lahore,"Gulberg, Lahore, Punjab",6.7 ,Gulberg,40000000,14/12/2022
386,Flat 42928505,2 Bed Plus Kids Brand New Luxury Apartment In Heart Lahore Gulberg,Flat,For Sale,3,3,Lahore,"Gulberg, Lahore, Punjab",9.9 ,Gulberg,60000000,14/12/2022
387,Flat 42669168,Flat For Sale,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,14/12/2022
388,Flat 42773263,2 Bed Brand New Flat For Sale In Sector C Metro Hight Bahria Town Lahore,Flat,For Sale,2,2,Lahore,"Bahria Town, Lahore, Punjab",2.6 ,Bahria Town,6000000,07/12/2022
389,Flat 43177949,Brand New 10 Marla 3 Bedroom Apartment Available For Sale In Sector F Askari 10 Lahore Cantt,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,28/12/2022
390,Flat 42836453,10 Marla Flat Is Available In Askari 11 - Sector B Apartments,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,28/12/2022
391,Flat 43020965,On Easy Installment 334 Sq Ft Luxury Apartment For Sale With Parking Area In Gulberg,Flat,For Sale,1,1,Lahore,"Gulberg, Lahore, Punjab",1.5 ,Gulberg,7700000,28/12/2022
392,Flat 43188762,1 BED BRAND NEW LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.8 ,Bahria Town,6500000,28/12/2022
393,Flat 43188760,1 BED BRAND NEW LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.8 ,Bahria Town,6500000,28/12/2022
394,Flat 43188256,1 BED BRAND NEW LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,7000000,28/12/2022
395,Flat 43188258,1 BED BRAND NEW LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,7000000,28/12/2022
396,Flat 43188261,1 BED BRAND NEW LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,7000000,28/12/2022
397,Flat 43188262,1 BED BRAND NEW LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,7000000,28/12/2022
398,Flat 43187718,791 SQURE FEET TWO BED APPARTMENT AVAILABLE FOR SALE IN SECTOR C.,Flat,For Sale,3,2,Lahore,"Bahria Town, Lahore, Punjab",3.5 ,Bahria Town,9000000,28/12/2022
399,House 43120375,1 Kanal Most Beautiful GD Design Bungalow For Sale At Prime Location Of Dha,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
400,House 43186148,10 Marla Brand New Luxury Bungalow For Sale at Hot Location,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,28/12/2022
401,House 43086982,2 Kanal Slightly Used Fully Furnished Modern Villa For Sale in Phase 6 DHA,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,150000000,28/12/2022
402,House 42963900,1 Kanal Most Beautiful Spanish Design Bungalow For Sale At Prime Location Of Dha,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
403,House 43072459,Beautiful Spanish One Kanal Bungalow Available For Sale In Dha Lahore,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
404,House 43184234,22 Marla Single Storey Outclass Location,House,For Sale,4,3,Lahore,"Valencia Housing Society, Lahore, Punjab",22.0,Valencia Housing Society,40000000,28/12/2022
405,House 43025530,5 MARLA BRAND NEW HOUSE FOR SALE IN SECTOR F BAHRIA TOWN LAHORE,House,For Sale,4,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,20000000,28/12/2022
406,House 43040558,5 MARLA BREND NEW HOUSE FOR SALE IN BB BLOCK BAHRIA TOWN LAHORE,House,For Sale,4,3,Lahore,"Bahria Town, Lahore, Punjab",5 ,Bahria Town,20000000,28/12/2022
407,House 43040559,10 MARLA BRAND NEW HOUSE FOR SALE IN SHAHEEN BLOCK BAHRIA TOWN,House,For Sale,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,30000000,28/12/2022
408,House 38974225,Prime Location Beautiful Design 1 Kanal Bungalow For Sale Near McDonalds,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,28/12/2022
409,House 39779267,2 Kanal Fully Furnished Luxury Bungalow Is Available For Sale In Lake City Lahore,House,For Sale,8,8,Lahore,"Raiwind Road, Lahore, Punjab",40.0,Raiwind Road,220000000,28/12/2022
410,House 43159166,One Kanal Antique Design Brand New Villa At Hot Location In Dha,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
411,House 39557974,10 Marla Brand New House For Sale In Bahria Town Lahore At Prime Location,House,For Sale,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,40000000,28/12/2022
412,House 42815918,1 Kanal Brand New Designer Bungalow For Sale At Prime Location Of DHA,House,For Sale,-,-,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
413,House 42979281,"3 Marla House Available for Sale in Paragon City, Lahore",House,For Sale,3,3,Lahore,"Paragon City, Lahore, Punjab",3 ,Paragon City,20000000,28/12/2022
414,House 42815621,1 Kanal Brand New Designer Bungalow For Sale At Prime Location Of DHA,House,For Sale,-,-,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,90000000,28/12/2022
415,House 42816746,1 Kanal Brand New Designer Bungalow For Sale At Prime Location Of DHA,House,For Sale,-,-,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,90000000,28/12/2022
416,House 42979490,House Sized 5 Marla Is Available For sale In Punjab University Society Phase 2,House,For Sale,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,20000000,25 minutes
417,House 42979491,House Of 5 Marla In Punjab University Society Phase 2 Is Available,House,For Sale,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,20000000,25 minutes
418,House 42979492,Own A House In 5 Marla Lahore,House,For Sale,3,3,Lahore,"Punjab University Employees Society, Lahore, Punjab",5 ,Punjab University Employees Society,20000000,25 minutes
419,House 41296035,10 Marla Beautiful House For Sale In Pak Arab Housing Society Phases-1 Feroz Pur Road Lahore,House,For Sale,6,5,Lahore,"Pak Arab Housing Society, Lahore, Punjab",10 ,Pak Arab Housing Society,30000000,26 minutes
420,House 43045561,3.5 Marla Slightly Used House Available For Sale In Canal Gardens Block AA,House,For Sale,4,3,Lahore,"Canal Garden, Lahore, Punjab",3.5 ,Canal Garden,20000000,29 minutes
421,House 42405149,"Ideal 5 Marla House Available In Khayaban-e-Amin, Khayaban-e-Amin",House,For Sale,3,3,Lahore,"Khayaban-e-Amin, Lahore, Punjab",5 ,Khayaban-e-Amin,20000000,29 minutes
422,House 43192877,Double Height Designed 1 Kanal House For Sale In Dha Phase 7,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,29 minutes
423,House 43192897,6 Marla House Available In Bahria Nasheman - Sunflower For sale,House,For Sale,4,4,Lahore,"Bahria Nasheman, Lahore, Punjab",6 ,Bahria Nasheman,20000000,30 minutes
424,House 42895841,10 Marla Luxury 3 Bedrooms Beautiful House Is Available For Rent In Askari 11 Lahore,House,For Rent,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,14/12/2022
425,House 42860135,1 Kanal Brand New Luxury Modren Design Bungalow Available for Rent In Dha Phase 7 Block Z1 Near To Defence Raya,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,14/12/2022
426,House 42887044,Kanal House At Prime Location For Rent In DHA Phase 5 H,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,14/12/2022
427,House 42854127,10 Marla 4 Bed House For Rent In Askari 11 Lahore,House,For Rent,5,4,Lahore,"Askari, Lahore, Punjab",10 ,Askari,200000,14/12/2022
428,House 42593073,Real Pictures 2 Kanal House Fully Furnished For Rent In Dha Phase 3 Xx,House,For Rent,6,7,Lahore,"DHA Defence, Lahore, Punjab",40.0,DHA Defence,1000000,14/12/2022
429,House 43096887,House Available For Rent In DHA Phase 6,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,23/12/2022
