,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
146,House 43016337,Brand New 25x50 House For Sale In G-13/2,House,For Sale,6,6,Islamabad,"G-13, Islamabad, Islamabad Capital",10 ,G-13,60000000,28/12/2022
147,House 42892976,Top Location 30x60 House For Sale In G-13/2,House,For Sale,6,5,Islamabad,"G-13, Islamabad, Islamabad Capital",8 ,G-13,40000000,28/12/2022
148,House 42810906,3200 Square Feet House In I-8 Is Best Option,House,For Sale,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",14.2 ,I-8,90000000,28/12/2022
149,House 42811177,House For sale Is Readily Available In Prime Location Of I-8/4,House,For Sale,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",14.2 ,I-8,100000000,28/12/2022
150,House 43152923,Soan Garden House For sale Sized 1250 Square Feet,House,For Sale,4,4,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",5.6 ,Soan Garden,20000000,28/12/2022
151,House 43152921,Stunning 1250 Square Feet House In Soan Garden Available,House,For Sale,4,4,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",5.6 ,Soan Garden,20000000,28/12/2022
152,House 43152915,sale A House In Soan Garden Prime Location,House,For Sale,5,5,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",10 ,Soan Garden,30000000,28/12/2022
153,House 43152914,1 Kanal House In Soan Garden Is Best Option,House,For Sale,6,6,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",20.0,Soan Garden,60000000,28/12/2022
154,House 43152913,In Soan Garden 1 Kanal House For sale,House,For Sale,6,6,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",20.0,Soan Garden,70000000,28/12/2022
155,House 43152936,Stunning House Is Available For sale In Soan Garden,House,For Sale,4,4,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",5.6 ,Soan Garden,20000000,28/12/2022
156,House 43152937,House For sale In Soan Garden,House,For Sale,4,4,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",6.7 ,Soan Garden,20000000,28/12/2022
157,House 43152934,House In CBR Town Phase 1 - Block C For sale,House,For Sale,5,5,Islamabad,"CBR Town, Islamabad, Islamabad Capital",8 ,CBR Town,30000000,28/12/2022
158,House 41921543,House For Rent Dha Phase 1 Islamabad,House,For Rent,5,5,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,200000,24/12/2022
159,House 43025740,10 Marla House For Rent,House,For Rent,6,6,Islamabad,"E-16, Islamabad, Islamabad Capital",10 ,E-16,45000,27/12/2022
160,House 42987426,Brand New House For Rent,House,For Rent,5,5,Islamabad,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",10 ,Zaraj Housing Scheme,85000,28/12/2022
161,House 42876486,House Available For Rent,House,For Rent,5,5,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,700000,22/12/2022
162,House 42863747,E-7 Elegant House For Rent,House,For Rent,6,6,Islamabad,"E-7, Islamabad, Islamabad Capital",32.0,E-7,1800000,26/12/2022
163,House 42686872,Kanal House Available For Rent,House,For Rent,7,6,Islamabad,"G-13, Islamabad, Islamabad Capital",20.0,G-13,300000,25/12/2022
164,House 42063713,500 Sq. Yd Renovated Double Storey House For Rent In F-8 Islamabad,House,For Rent,4,4,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,400000,26/12/2022
165,House 43050687,Brand New House Available On Hiring,House,For Rent,5,5,Islamabad,"I-10, Islamabad, Islamabad Capital",6 ,I-10,200000,26/12/2022
166,House 43050947,Double Storey House Available On Rent In I-10 1,House,For Rent,5,5,Islamabad,"I-10, Islamabad, Islamabad Capital",4 ,I-10,85000,26/12/2022
167,House 42886100,Bahria Enclave Sector A 10 Marla House available for Rent,House,For Rent,5,5,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",10 ,Bahria Town,200000,26/12/2022
168,House 43090671,VIP location Defence villa is available For Rent in DHA phase 1 sector F,House,For Rent,4,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",11 ,DHA Defence,100000,25/12/2022
169,House 43028620,Highly-Desirable 3200 Square Feet House Available In I-8/3,House,For Rent,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",14.2 ,I-8,300000,25/12/2022
170,House 43162590,1200sqyd 8 Beds Semi Furnished Luxury House For Rent In F6,House,For Rent,6,8,Islamabad,"F-6, Islamabad, Islamabad Capital",48.0,F-6,1500000,27/12/2022
171,House 40077708,Prime Location New House For Rent In F. 8. islamabad,House,For Rent,-,11,Islamabad,"F-8, Islamabad, Islamabad Capital",40.0,F-8,1500000,27/12/2022
172,House 42590277,Ambassador Level Brand New House For Rent In F 10 Islamabad,House,For Rent,-,6,Islamabad,"F-10, Islamabad, Islamabad Capital",40.0,F-10,1300000,27/12/2022
173,House 42589966,Prime Location New House For Rent In F. 8. islamabad,House,For Rent,6,6,Islamabad,"F-8, Islamabad, Islamabad Capital",24.0,F-8,800000,27/12/2022
174,House 42589958,Prime Location New House For Rent In F. 7 Islamabad,House,For Rent,6,5,Islamabad,"F-7, Islamabad, Islamabad Capital",44.0,F-7,1000000,27/12/2022
175,House 43191018,Primary Location Luxury Ambassador 0r Embassy Level House For Rent In F-8,House,For Rent,10,10,Islamabad,"F-8, Islamabad, Islamabad Capital",80.0,F-8,2500000,28/12/2022
176,House 43190983,2 Kanal House For Rent With Front Back Lawn,House,For Rent,6,5,Islamabad,"F-7, Islamabad, Islamabad Capital",20.0,F-7,800000,28/12/2022
177,House 43190816,House For Rent in f-7,House,For Rent,5,5,Islamabad,"F-7, Islamabad, Islamabad Capital",20.0,F-7,600000,28/12/2022
178,House 43190682,Double Storey 4 Bedrooms Residence House Available For Rent. .,House,For Rent,4,4,Islamabad,"F-7, Islamabad, Islamabad Capital",40.0,F-7,600000,28/12/2022
179,House 36996591,New Executive House For Rent F-7,House,For Rent,4,3,Islamabad,"F-7, Islamabad, Islamabad Capital",26.0,F-7,600000,28/12/2022
180,House 42181159,Modern New House For Rent,House,For Rent,6,9,Islamabad,"F-7, Islamabad, Islamabad Capital",26.0,F-7,1700000,28/12/2022
181,House 42030739,Branded Modern House For Rent,House,For Rent,6,5,Islamabad,"F-6, Islamabad, Islamabad Capital",40.0,F-6,1600000,28/12/2022
182,House 42181158,Brand New Furnished. House For Rent F-7,House,For Rent,6,5,Islamabad,"F-7, Islamabad, Islamabad Capital",24.0,F-7,1200000,28/12/2022
183,Flat 42923795,2000 Square Feet Flat Is Available For rent In The Royal Mall and Residency,Flat,For Rent,-,-,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",8.9 ,Bahria Town,200000,27/12/2022
184,Flat 42923798,A Centrally Located Flat Is Available For rent In Islamabad,Flat,For Rent,1,1,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",4.2 ,Bahria Town,50000,27/12/2022
185,Flat 42923800,Flat Available For rent In The Royal Mall and Residency,Flat,For Rent,-,-,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",9.3 ,Bahria Town,70000,27/12/2022
186,Flat 42923831,Avail Yourself A Great 1700 Square Feet Flat In The Royal Mall and Residency,Flat,For Rent,3,3,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",7.6 ,Bahria Town,85000,27/12/2022
187,Flat 42950828,Fully Furnished Flat In Mustafa Tower,Flat,For Rent,3,3,Islamabad,"F-10, Islamabad, Islamabad Capital",5.3 ,F-10,200000,26/12/2022
188,Flat 42958402,Fully Furnished Flat Available For Rent E11,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",3.8 ,E-11,200000,26/12/2022
189,Flat 42288792,3 Bedroom Flat In Askari Tower 3 Dha 5,Flat,For Rent,4,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",12.9 ,DHA Defence,50000,26/12/2022
190,Flat 42601797,Fully Furnished Two Bedroom For Rent Dha Phase 2 Islamabad,Flat,For Rent,2,2,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",4.9 ,DHA Defence,65000,26/12/2022
191,Flat 42807166,3 Bed Room Apartment Available For Rent in Askari Tower 2,Flat,For Rent,4,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",11.8 ,DHA Defence,75000,26/12/2022
192,Flat 42923844,Get A 2100 Square Feet Flat For rent In The Royal Mall and Residency,Flat,For Rent,-,-,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",9.3 ,Bahria Town,70000,26/12/2022
193,Flat 42923870,1700 Square Feet Flat In The Royal Mall and Residency,Flat,For Rent,3,3,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",7.6 ,Bahria Town,85000,26/12/2022
194,Flat 42253391,2 Bed With Servant Quarter Apartment For Rent In The Royal Mall And Residency,Flat,For Rent,-,-,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",9.3 ,Bahria Town,70000,26/12/2022
195,Flat 42565240,One Bed Furnished  Flat For Rent,Flat,For Rent,1,1,Islamabad,"F-11, Islamabad, Islamabad Capital",3.6 ,F-11,70000,28/12/2022
196,Flat 41732012,One Bed Fully Furnished Tv Lounge Bathroom Air Condition For One Day Two Day Three Day Etc One Day Rent 7thousans Two Days Rent 12thousand,Flat,For Rent,1,1,Islamabad,"F-11, Islamabad, Islamabad Capital",3.8 ,F-11,80000,28/12/2022
197,Flat 43173031,New Sami Furnished 1st Floor Apartment For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4.9 ,E-11,75000,28/12/2022
198,Flat 41596902,Diplomatic enclave apartment,Flat,For Rent,3,3,Islamabad,"Diplomatic Enclave, Islamabad, Islamabad Capital",8 ,Diplomatic Enclave,300000,28/12/2022
199,Flat 43089793,2 Bedroom Apartment For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4.4 ,E-11,50000,27/12/2022
200,Flat 43191667,Flat For rent Situated In E-11,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",7.1 ,E-11,200000,28/12/2022
201,Flat 43191666,Investors Should rent This Flat Located Ideally In E-11,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",5.6 ,E-11,100000,28/12/2022
202,Flat 43191665,1600 Square Feet Flat Available For rent In E-11,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",7.1 ,E-11,200000,28/12/2022
203,Flat 43191664,1250 Square Feet Flat Up For rent In E-11,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",5.6 ,E-11,100000,28/12/2022
204,Flat 43191663,Avail Yourself A Great 1600 Square Feet Flat In E-11,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",7.1 ,E-11,200000,28/12/2022
205,Flat 43191662,A Great Choice For A 1250 Square Feet Flat Available In E-11,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",5.6 ,E-11,100000,28/12/2022
206,Flat 43191661,1600 Square Feet Flat For rent In The Perfect Location Of E-11,Flat,For Rent,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",7.1 ,E-11,200000,28/12/2022
207,Flat 43191660,E-11 Flat Sized 1250 Square Feet For rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",5.6 ,E-11,100000,28/12/2022
208,Flat 42888010,4 Bedroom Askari Towers 2 Apartment For Sale,Flat,For Sale,4,4,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",14 ,DHA Defence,40000000,27/12/2022
209,Flat 42742989,Luxury Five Star Hotel Suites Flat In Signature Hotel & Residence Flat By J7 Top City 1,Flat,For Sale,1,1,Islamabad,"Top City 1, Islamabad, Islamabad Capital",1 ,Top City 1,7500000,27/12/2022
210,Flat 42702307,Luxury Five Star Hotel Suites In Signature Hotel & Residence Flat By J7,Flat,For Sale,1,1,Islamabad,"Top City 1, Islamabad, Islamabad Capital",1 ,Top City 1,8200000,27/12/2022
211,Flat 42923868,Ideally Located Flat For sale In The Royal Mall and Residency Available,Flat,For Sale,2,2,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",5.6 ,Bahria Town,20000000,27/12/2022
212,Flat 41172660,Three Bed Luxury Semi Furnished And Furnished Apartment For Sale In Gulberg Marin Islamabad,Flat,For Sale,3,3,Islamabad,"Gulberg, Islamabad, Islamabad Capital",8.3 ,Gulberg,30000000,27/12/2022
213,Flat 34840047,Studio Apartment For Sale In J7 Emporium,Flat,For Sale,1,-,Islamabad,"B-17, Islamabad, Islamabad Capital",3.1 ,B-17,6800000,24/12/2022
214,Flat 35348245,1000 Square Feet Flat In Soan Garden Is Best Option,Flat,For Sale,2,2,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",4.4 ,Soan Garden,3800000,23/12/2022
215,Flat 43060879,2 Bed Apartment Available For Sale In Gulberg Civic Center,Flat,For Sale,-,2,Islamabad,"Gulberg, Islamabad, Islamabad Capital",3.2 ,Gulberg,7500000,23/12/2022
216,Flat 43002062,2 Beds Apartment One Constitution Avenue Rawal Lake View,Flat,For Sale,3,2,Islamabad,"Constitution Avenue, Islamabad, Islamabad Capital",7.3 ,Constitution Avenue,80000000,23/12/2022
217,Flat 43071130,1 Bed Room Apartment For Sale,Flat,For Sale,1,1,Islamabad,"B-17, Islamabad, Islamabad Capital",1.6 ,B-17,3400000,22/12/2022
218,Flat 43169627,Best Investment Opportunity Studio Flat For Sale,Flat,For Sale,1,-,Islamabad,"Top City 1, Islamabad, Islamabad Capital",1.3 ,Top City 1,10000000,27/12/2022
219,Flat 43100853,This Is Your Chance To Buy Flat In F-6,Flat,For Sale,1,1,Islamabad,"F-6, Islamabad, Islamabad Capital",4.5 ,F-6,60000000,27/12/2022
220,Flat 42972717,In E-11/1 Flat For sale Sized 1900 Square Feet,Flat,For Sale,3,3,Islamabad,"E-11, Islamabad, Islamabad Capital",8.4 ,E-11,40000000,27/12/2022
221,Flat 43166105,One Bedroom Luxurious Apartment In Rania Heights Zaraj Housing Scheme,Flat,For Sale,1,1,Islamabad,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",2.4 ,Zaraj Housing Scheme,7200000,27/12/2022
222,Flat 43072141,2 Bedrooms Apartment Mehraban Tower Faisal Town,Flat,For Sale,2,2,Islamabad,"Faisal Town - F-18, Islamabad, Islamabad Capital",3.9 ,Faisal Town - F-18,7000000,27/12/2022
223,Flat 43003790,Ideal Flat For sale In MPCHS - Multi Gardens,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",6.2 ,B-17,10000000,28/12/2022
224,Flat 43003791,Flat Available For sale In MPCHS - Multi Gardens,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",4.7 ,B-17,6500000,28/12/2022
225,Flat 43003792,1150 Square Feet Flat Available For sale In MPCHS - Multi Gardens,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",5.1 ,B-17,6500000,28/12/2022
226,Flat 43003793,MPCHS - Multi Gardens Flat Sized 750 Square Feet,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",3.3 ,B-17,10000000,28/12/2022
227,Flat 43003794,Flat Sized 750 Square Feet Is Available For sale In MPCHS - Multi Gardens,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",3.3 ,B-17,10000000,28/12/2022
228,Flat 43003795,750 Square Feet Flat Ideally Situated In MPCHS - Multi Gardens,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",3.3 ,B-17,4500000,28/12/2022
229,Flat 43003796,Flat For sale In Islamabad,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",6.2 ,B-17,10000000,28/12/2022
230,Flat 43003799,In MPCHS - Multi Gardens Flat Sized 1050 Square Feet For sale,Flat,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",4.7 ,B-17,6500000,28/12/2022
231,House 42849072,House Available For Sale C-1 Size 5 Marla In Multi Gardens B-17 Islamabad,House,For Sale,-,-,Islamabad,"B-17, Islamabad, Islamabad Capital",5 ,B-17,20000000,26/12/2022
232,House 42711532,Brand New 10 Marla 4 Bed Designer House,House,For Sale,4,4,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",10 ,DHA Defence,60000000,26/12/2022
233,House 42944332,Extra Land Three Sides Corner Fully Furnished House,House,For Sale,7,6,Islamabad,"F-8, Islamabad, Islamabad Capital",26.0,F-8,320000000,26/12/2022
234,House 41725194,1st Avenue Main Boulevard Solid Land Beautiful House For Urgent Sale,House,For Sale,6,7,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,80000000,26/12/2022
235,House 42887476,12 Marla Double Storey House For Sale,House,For Sale,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",12 ,I-8,90000000,26/12/2022
236,House 42897728,E-11/3 Multi Modern 1st Entry Triple Storey 7 Bed Rooms House For Sale,House,For Sale,6,7,Islamabad,"E-11, Islamabad, Islamabad Capital",20.0,E-11,160000000,26/12/2022
237,House 43143698,A House Of 10 Marla In G-13,House,For Sale,6,6,Islamabad,"G-13, Islamabad, Islamabad Capital",10 ,G-13,60000000,26/12/2022
238,House 39812710,14 Marla Corner Three Separate Portion House Available For Sale In G-16 Islamabad.,House,For Sale,10,9,Islamabad,"G-16, Islamabad, Islamabad Capital",14 ,G-16,70000000,26/12/2022
239,House 43139796,House For Sale In F 8 Islamabad,House,For Sale,6,6,Islamabad,"F-8, Islamabad, Islamabad Capital",32.0,F-8,320000000,26/12/2022
240,House 42934986,"Reasonably-Priced Prime Location 3200 Square Feet House In G-13 4, Islamabad Is Available As Of Now",House,For Sale,7,7,Islamabad,"G-13, Islamabad, Islamabad Capital",14.2 ,G-13,90000000,26/12/2022
241,House 41985368,4 Marla House For Sale In G-13 Islamabad,House,For Sale,5,4,Islamabad,"G-13, Islamabad, Islamabad Capital",4.4 ,G-13,30000000,28/12/2022
242,House 42496450,4 Marla Luxury Cornar House For Sale In G-13 Islamabad,House,For Sale,5,4,Islamabad,"G-13, Islamabad, Islamabad Capital",4 ,G-13,40000000,28/12/2022
243,House 42811190,A Stunning House Is Up For Grabs In I-8 I-8,House,For Sale,-,7,Islamabad,"I-8, Islamabad, Islamabad Capital",24.0,I-8,180000000,28/12/2022
244,House 42716615,Triple Storey House Available For Sale In I-9,House,For Sale,6,7,Islamabad,"I-9, Islamabad, Islamabad Capital",9.3 ,I-9,50000000,28/12/2022
245,House 42551176,Get In Touch Now To Buy A 600 Square Yards House In I-8/3 Islamabad,House,For Sale,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",24.0,I-8,180000000,28/12/2022
246,House 42708826,"Ideal 2800 Square Feet House has landed on market in I-8/2, Islamabad",House,For Sale,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",12.4 ,I-8,110000000,28/12/2022
247,House 42708828,Highly-coveted 2800 Square Feet House Is Available In I-8/2 For sale,House,For Sale,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",12.4 ,I-8,90000000,28/12/2022
248,House 43152938,2800 Square Feet House For sale In Soan Garden,House,For Sale,6,6,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",12.4 ,Soan Garden,40000000,28/12/2022
249,House 43152939,Get In Touch Now To Buy A 1 Kanal House In Soan Garden,House,For Sale,6,6,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",20.0,Soan Garden,70000000,28/12/2022
250,House 43152929,Looking For A House In Soan Garden Soan Garden,House,For Sale,6,6,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",20.0,Soan Garden,70000000,28/12/2022
251,House 43191723,E11.3 Multi Society Very Beautiful House For Sale,House,For Sale,6,8,Islamabad,"E-11, Islamabad, Islamabad Capital",20.0,E-11,140000000,28/12/2022
252,House 43152925,1500 Square Feet House Up For sale In Soan Garden,House,For Sale,4,4,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",6.7 ,Soan Garden,20000000,28/12/2022
253,House 43152917,House Of 1 Kanal Is Available For sale,House,For Sale,7,7,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",20.0,Soan Garden,50000000,28/12/2022
254,House 43152928,2800 Square Feet House For sale In Soan Garden,House,For Sale,6,6,Islamabad,"Soan Garden, Islamabad, Islamabad Capital",12.4 ,Soan Garden,40000000,28/12/2022
255,House 43191700,E11.1 Federation Society (30x60) Double Storey House For Sale With Side Extra Land,House,For Sale,5,5,Islamabad,"E-11, Islamabad, Islamabad Capital",8 ,E-11,50000000,28/12/2022
256,House 43028644,I-8/3 3200 Square Feet House Up For rent,House,For Rent,6,6,Islamabad,"I-8, Islamabad, Islamabad Capital",14.2 ,I-8,300000,25/12/2022
257,House 42420279,Elegant 1 Kanal Full House For Rent,House,For Rent,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,300000,24/12/2022
258,House 42627929,8 MARLA HOUSE FOR RENT  D-12/1,House,For Rent,5,5,Islamabad,"D-12, Islamabad, Islamabad Capital",8 ,D-12,200000,24/12/2022
259,House 43102987,Dha Phase 5 Sector F Kanal Brand New House Available For Rent,House,For Rent,7,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,200000,23/12/2022
260,House 42000467,Sector N 5 Marla House For Rent,House,For Rent,3,3,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",5 ,Bahria Town,80000,22/12/2022
261,House 43019744,1 KANAL full House for Rent in DHA phase 2,House,For Rent,5,5,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,300000,27/12/2022
262,House 43015493,Brand  New 6 Bedroom  Full House For Rent In Dha Phase 5,House,For Rent,6,6,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",20.0,DHA Defence,200000,27/12/2022
263,House 43000996,Beautiful House For Rent In F-11,House,For Rent,4,4,Islamabad,"F-11, Islamabad, Islamabad Capital",20.0,F-11,300000,27/12/2022
264,House 42998538,Beautiful Single Store House For Rent,House,For Rent,5,5,Islamabad,"F-7, Islamabad, Islamabad Capital",40.0,F-7,900000,27/12/2022
265,House 42967541,Old Construction Full House Available In F-8 Islamabad,House,For Rent,4,4,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,400000,27/12/2022
266,House 42790448,8 Marla Full House Available For Rent In Dha Phase 2,House,For Rent,3,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",8 ,DHA Defence,90000,27/12/2022
267,House 42966385,House Available For Rent,House,For Rent,6,6,Islamabad,"F-11, Islamabad, Islamabad Capital",18 ,F-11,400000,26/12/2022
268,House 42589957,Prime Location New House For Rent In F. 7 Islamabad,House,For Rent,-,8,Islamabad,"F-7, Islamabad, Islamabad Capital",20.0,F-7,900000,27/12/2022
269,House 42635854,Prime Location New House For Rent In F. 8 Islamabad,House,For Rent,6,5,Islamabad,"F-8, Islamabad, Islamabad Capital",20.0,F-8,600000,27/12/2022
270,House 42651507,Prime Location Brand New House For Rent In F. 7. islamabad,House,For Rent,6,6,Islamabad,"F-7, Islamabad, Islamabad Capital",24.0,F-7,800000,27/12/2022
271,House 42580298,Like Brand New 5 Beds Luxury House For Rent in E7,House,For Rent,6,5,Islamabad,"E-7, Islamabad, Islamabad Capital",32.0,E-7,1000000,27/12/2022
272,House 42580635,Like Brand New 5 Beds Luxury House For Rent In F7,House,For Rent,6,5,Islamabad,"F-7, Islamabad, Islamabad Capital",40.0,F-7,900000,27/12/2022
273,House 42548881,New Luxurious House For Rent,House,For Rent,6,5,Islamabad,"E-7, Islamabad, Islamabad Capital",24.0,E-7,1000000,28/12/2022
274,House 42893532,New Luxurious Furnished House For Rent  Independent,House,For Rent,2,2,Islamabad,"E-7, Islamabad, Islamabad Capital",20.0,E-7,300000,28/12/2022
275,House 43161199,Branded Lavish House For Rent,House,For Rent,6,9,Islamabad,"E-7, Islamabad, Islamabad Capital",26.0,E-7,2200000,28/12/2022
276,House 43132226,Old Construction Renovated Double Storey House Is Available For Rent In F 7 Islamabad,House,For Rent,6,6,Islamabad,"F-7, Islamabad, Islamabad Capital",40.0,F-7,1100000,28/12/2022
277,House 43097721,Renovated Triple Storey House Is Available For Rent In F 7,House,For Rent,-,-,Islamabad,"F-7, Islamabad, Islamabad Capital",80.0,F-7,3200000,28/12/2022
278,House 43132224,1200 Sq Yd 4 Unit House For Rent In F-8 Islamabad,House,For Rent,-,-,Islamabad,"F-8, Islamabad, Islamabad Capital",48.0,F-8,2800000,28/12/2022
279,House 43132225,666 Sq Yard Double Storey House With Basement For Rent At Ideal Location Of F 7,House,For Rent,6,6,Islamabad,"F-7, Islamabad, Islamabad Capital",26.0,F-7,1400000,28/12/2022
280,House 43097719,Renovated Triple Storey House Is Available For Rent In F 7 Islamabad,House,For Rent,7,7,Islamabad,"F-7, Islamabad, Islamabad Capital",20.0,F-7,800000,28/12/2022
281,Flat 41551115,Two Bedrooms Luxury Non-furnished Apartments Available For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",7.8 ,E-11,200000,26/12/2022
282,Flat 42269899,Luxury Furnished 2 Bhk For Rent Diamond Mall Gulberg Greens Islamabad,Flat,For Rent,2,2,Islamabad,"Gulberg, Islamabad, Islamabad Capital",3.2 ,Gulberg,85000,26/12/2022
283,Flat 41771363,Two Bedrooms  Non-furnished Apartment Available For Rent In E-11 Islamabad,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4 ,E-11,65000,26/12/2022
284,Flat 42546634,2 Bedroom Furnished Flat Available In E 11,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",4.4 ,E-11,70000,26/12/2022
285,Flat 42480123,1 Bed Luxury Apartment For Rent,Flat,For Rent,1,1,Islamabad,"Bahria Town, Islamabad, Islamabad Capital",2 ,Bahria Town,35000,25/12/2022
286,Flat 40745705,Brand New 3 Beds Apartment For Rent In Oca,Flat,For Rent,3,3,Islamabad,"Constitution Avenue, Islamabad, Islamabad Capital",13.3 ,Constitution Avenue,400000,25/12/2022
287,Flat 41713157,Beautiful Newly Furnished Apartment Available For Rent In Zaraj Housing Scheme,Flat,For Rent,2,2,Islamabad,"Zaraj Housing Scheme, Islamabad, Islamabad Capital",3.8 ,Zaraj Housing Scheme,75000,25/12/2022
288,Flat 42759538,3 Bed Askari Towers 2 Apartment For Rent,Flat,For Rent,3,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",11 ,DHA Defence,75000,25/12/2022
289,Flat 42048294,1 Bed Apartment Available For Rent In Gulberg Arena Mall & Residency,Flat,For Rent,1,1,Islamabad,"Gulberg, Islamabad, Islamabad Capital",3.1 ,Gulberg,35000,25/12/2022
290,Flat 42699341,One Bed Fully Furnished Apartment Available For Rent E11,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",2.7 ,E-11,60000,25/12/2022
291,Flat 42632363,Beautiful Flat Available For Rent In E-11 Capital Residence Islamabad!,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",6.2 ,E-11,200000,24/12/2022
292,Flat 41596672,One Bed Room Furnished Apartment Available For Rent In E-11 Islamabad,Flat,For Rent,1,1,Islamabad,"E-11, Islamabad, Islamabad Capital",3.3 ,E-11,75000,24/12/2022
293,Flat 43046933,Veranda Razidencea 2 Bed Room Apartment For Rent,Flat,For Rent,2,2,Islamabad,"E-11, Islamabad, Islamabad Capital",7.3 ,E-11,100000,27/12/2022
294,Flat 43168063,DHA II Islamabad Brand New 3 bed Appartment available for in only 45000,Flat,For Rent,3,3,Islamabad,"DHA Defence, Islamabad, Islamabad Capital",6.3 ,DHA Defence,45000,27/12/2022
